"fraudulent","customer__customerEmail","customer__customerPhone","customer__customerDevice","customer__customerIPAddress","customer__customerBillingAddress","orders__orderId","orders__orderAmount","orders__orderState","orders__orderShippingAddress","paymentMethods__paymentMethodId","paymentMethods__paymentMethodRegistrationFailure","paymentMethods__paymentMethodType","paymentMethods__paymentMethodProvider","paymentMethods__paymentMethodIssuer","transactions__transactionId","transactions__orderId","transactions__paymentMethodId","transactions__transactionAmount","transactions__transactionFailed"
"","","","","","","fc3nvv","47","fulfilled","469 Roger Manors Apt. 320\nEast Jacobville, PA 78876-0523","","","","","","1jpyo91x","3hprb8","s5crwdixe","61","False"
"","","","","","","owjv3s","36","fulfilled","815 Gibson Well Suite 392\nJohnsonfurt, AL 88402","","","","","","w7v8dfj3","745ioj","tulie7ios","67","False"
"","","","","","","","","","","","","","","","55dcono8","fc3nvv","tulie7ios","47","False"
"","","","","","","","","","","","","","","","88pxkgun","owjv3s","u1ae0romw","36","False"
"True","fdavis@wolfe-brown.com","143-448-8038x81186","gt7k74rsgtklj0zjx8gl","69.138.168.116","6609 Hannah Road Suite 577\nRichardchester, AL 20921","ohf8go","17","fulfilled","USS Faulkner\nFPO AE 60416-0002","ru53ucaj4","False","card","Diners Club / Carte Blanche","e","4r72r534","ohf8go","ru53ucaj4","17","False"
"","","","","","","06hsk6","25","fulfilled","6609 Hannah Road Suite 577\nRichardchester, AL 20921","gims4zlcp","False","card","Voyager","Bulwark Trust Corp.","0flz070f","06hsk6","ru53ucaj4","25","False"
"","","","","","","u4dydn","30","fulfilled","6609 Hannah Road Suite 577\nRichardchester, AL 20921","enx51erqn","True","paypal","Mastercard","B","lbfnlnfe","u4dydn","gims4zlcp","30","False"
"False","kathleenlee@yahoo.com","03898354581","3nl9r01aoqks8pn0m4hb","143.172.2.212","206 Olson Viaduct Apt. 982\nNorth Charleschester, CA 67567","uz0oa1","41","fulfilled","206 Olson Viaduct Apt. 982\nNorth Charleschester, CA 67567","qr7kuc1gm","False","apple pay","American Express","Rose Bancshares","fkoqiy81","uz0oa1","qr7kuc1gm","41","False"
"","","","","","","5vu69a","10","pending","206 Olson Viaduct Apt. 982\nNorth Charleschester, CA 67567","t9ilu4ywl","False","card","Diners Club / Carte Blanche","Bulwark Trust Corp.","xszxv6w1","5vu69a","qr7kuc1gm","10","False"
"","","","","","","mpwhj2","38","fulfilled","7193 James Circles\nTranport, NM 21037","1uzbo147p","False","card","Diners Club / Carte Blanche","Fountain Financial Inc.","nl649qu5","mpwhj2","1uzbo147p","38","True"
"","","","","","","qvbjir","32","fulfilled","206 Olson Viaduct Apt. 982\nNorth Charleschester, CA 67567","","","","","","9masuhff","mpwhj2","qr7kuc1gm","38","False"
"","","","","","","","","","","","","","","","ah0args9","qvbjir","qr7kuc1gm","32","True"
"","","","","","","","","","","","","","","","ezx663wg","qvbjir","t9ilu4ywl","32","False"
"False","benjamin19@gmail.com","145-419-0237x139","akahn9g6l5245a3zfby6","d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda","90771 Daniel Field Apt. 429\nNorth Jamesland, IL 45690","d2szgv","18","fulfilled","90771 Daniel Field Apt. 429\nNorth Jamesland, IL 45690","i7h51ufsw","True","card","VISA 16 digit","Fountain Financial Inc.","xduef3wa","d2szgv","i7h51ufsw","18","False"
"","","","","","","xmaldl","11","fulfilled","90771 Daniel Field Apt. 429\nNorth Jamesland, IL 45690","3y1i3h6rv","False","paypal","Discover","Her Majesty Trust","g0v9a6i2","xmaldl","3y1i3h6rv","11","True"
"","","","","","","ln8bdx","47","fulfilled","90771 Daniel Field Apt. 429\nNorth Jamesland, IL 45690","","","","","","nm7oqe4d","xmaldl","i7h51ufsw","11","False"
"","","","","","","","","","","","","","","","kcdt39ks","ln8bdx","i7h51ufsw","47","False"
"True","mtrevino@gutierrez.net","390.417.8057","pycmjs4dqylc8rb0s9pt","6694:eef3:c2a3:9181:42a0:2df9:b2c1:2acd","767 Tiffany Drive\nMirandaview, OH 42972-3228","m6zkwn","17","pending","767 Tiffany Drive\nMirandaview, OH 42972-3228","gmqf23aj9","True","card","JCB 15 digit","Citizens First Banks","wkw8llhg","m6zkwn","js2v4zlym","17","True"
"","","","","","","","","","","rpyr2isd3","False","card","JCB 16 digit","Bastion Banks","","","","",""
"","","","","","","","","","","t2adq46ka","True","card","Voyager","His Majesty Bank Corp.","","","","",""
"","","","","","","","","","","js2v4zlym","False","card","American Express","Bulwark Trust Corp.","","","","",""
"True","tmcpherson@wright.com","1-804-264-1481x08539","ui77ukzr5lnqpajdk03u","296d:59fe:a919:21ac:16dd:96f5:10b3:4f83","7956 Alex Avenue Apt. 593\nPort Michael, OK 41350","51pdq1","72","fulfilled","6774 Brian Cove\nNew Rebekahshire, MT 42516","w8f4lcsen","True","card","VISA 13 digit","Rose Bancshares","a0krnphc","51pdq1","w8f4lcsen","72","True"
"","","","","","","bve6ws","60","fulfilled","400 Lynn Vista\nBakerburgh, GA 04714-6151","","","","","","8ko07llh","51pdq1","w8f4lcsen","72","True"
"","","","","","","6sv4im","42","fulfilled","7956 Alex Avenue Apt. 593\nPort Michael, OK 41350","","","","","","x84iyy6o","bve6ws","w8f4lcsen","60","True"
"","","","","","","loejqo","33","pending","5917 Barry Mall Apt. 592\nDickersonborough, VT 20372","","","","","","jwdcjcvh","bve6ws","w8f4lcsen","60","False"
"","","","","","","qrkjwn","33","fulfilled","7956 Alex Avenue Apt. 593\nPort Michael, OK 41350","","","","","","rilyerv3","6sv4im","w8f4lcsen","42","False"
"","","","","","","bvbmdr","35","fulfilled","7956 Alex Avenue Apt. 593\nPort Michael, OK 41350","","","","","","nob1c9da","loejqo","w8f4lcsen","33","False"
"","","","","","","etpzqt","40","fulfilled","7956 Alex Avenue Apt. 593\nPort Michael, OK 41350","","","","","","p9l1ry2z","qrkjwn","w8f4lcsen","33","True"
"","","","","","","p3i7n9","36","fulfilled","7956 Alex Avenue Apt. 593\nPort Michael, OK 41350","","","","","","6h400s45","qrkjwn","w8f4lcsen","33","False"
"","","","","","","","","","","","","","","","37xngvsx","bvbmdr","w8f4lcsen","35","False"
"","","","","","","","","","","","","","","","ho3ia5k6","etpzqt","w8f4lcsen","40","True"
"","","","","","","","","","","","","","","","cthnkebs","etpzqt","w8f4lcsen","40","True"
"","","","","","","","","","","","","","","","4yoepvao","etpzqt","w8f4lcsen","40","False"
"","","","","","","","","","","","","","","","7l217x0d","p3i7n9","w8f4lcsen","36","False"
"True","wdelacruz@yahoo.com","155.688.4242x443","fmm4yabu9llergl9qbl9","cd18:5626:a1c4:7e99:addf:368e:c98:e772","3074 Caroline Oval\nLake Maryburgh, MA 15880","lqc3os","66","fulfilled","65309 Evans Village Suite 325\nLake Victoriafort, MO 48375-9683","n8g5z0l5a","False","card","JCB 16 digit","Fountain Financial Inc.","z7wlutjb","lqc3os","n8g5z0l5a","66","True"
"","","","","","","q60uc8","46","failed","090 Cunningham Ports\nHallhaven, VI 34605-5359","","","","","","7prmsn0c","q60uc8","n8g5z0l5a","46","False"
"","","","","","","fsnt56","47","failed","3074 Caroline Oval\nLake Maryburgh, MA 15880","","","","","","y57y5psb","fsnt56","n8g5z0l5a","47","False"
"","","","","","","j6lfpo","72","fulfilled","3074 Caroline Oval\nLake Maryburgh, MA 15880","","","","","","m4c0aa62","j6lfpo","n8g5z0l5a","72","False"
"True","brooksdustin@knight.info","345.319.0722x7868","dhe9trcjv1fyr2vr18q2","172.69.105.137","8554 John Forge Apt. 284\nPort Kimberlyburgh, NM 29954-7053","8p5okv","17","fulfilled","8554 John Forge Apt. 284\nPort Kimberlyburgh, NM 29954-7053","5cd6aymfz","False","bitcoin","JCB 15 digit","B","57bf8t4x","8p5okv","tmx17utwv","17","False"
"","","","","","","","","","","tmx17utwv","False","card","VISA 16 digit","c","","","","",""
"False","ybrown@gmail.com","+32(2)6119524982","nsbh7z6p9hw17qq4mhhh","101.94.37.245","5154 Fernandez Points Apt. 712\nMcguirehaven, MN 91595","cdt22w","46","fulfilled","5154 Fernandez Points Apt. 712\nMcguirehaven, MN 91595","4wf6hh0n2","False","card","VISA 16 digit","Bulwark Trust Corp.","syutt7yx","cdt22w","vnrb9adla","46","False"
"","","","","","","w936ae","42","fulfilled","5154 Fernandez Points Apt. 712\nMcguirehaven, MN 91595","os6ezvnwg","False","card","JCB 16 digit","Grand Credit Corporation","zzg2ywpl","w936ae","4wf6hh0n2","42","False"
"","","","","","","xsg232","36","failed","5154 Fernandez Points Apt. 712\nMcguirehaven, MN 91595","vnrb9adla","False","card","Voyager","Grand Credit Corporation","0mnx24qs","xsg232","os6ezvnwg","36","False"
"","","","","","","1x9wie","10","fulfilled","5154 Fernandez Points Apt. 712\nMcguirehaven, MN 91595","","","","","","2obfozx3","1x9wie","os6ezvnwg","10","True"
"","","","","","","","","","","","","","","","jauf6x87","1x9wie","os6ezvnwg","10","False"
"False","vreyes@cruz.info","029-308-3389","dcxumu40bfvtofs61r9c","4169:eb39:d5db:e1ab:b739:6e98:70:4f39","3120 Horne Vista\nPort Emmaview, LA 25479","b1t6wl","30","fulfilled","3120 Horne Vista\nPort Emmaview, LA 25479","gw4lq4cuy","False","card","VISA 13 digit","Citizens First Banks","7pupat69","b1t6wl","gw4lq4cuy","30","False"
"True","3fooiar@6eph","1-774-301-9632x42146","by46esafzb52tuqcy9d1","181.88.44.76","942 Hopkins Loaf Suite 128\nPort Clifford, AK 28150","","","","","nfv5hctv8","False","card","Mastercard","Grand Credit Corporation","","","","",""
"False","nicolekelly@hotmail.com","02296551953","26buke7oqcdrk1x78588","242.102.134.32","Unit 6251 Box 1562\nDPO AP 54457-8709","qy4n1h","42","fulfilled","8795 Mary Motorway\nJudithfurt, VT 29567","6rli0g8of","False","card","VISA 13 digit","Her Majesty Trust","fkjd0vf6","qy4n1h","6rli0g8of","42","False"
"False","barronelizabeth@singh.org","867.528.2694x83638","ck37pcnsqa9po9g1euae","130.55.185.234","8663 Kaitlyn Key\nBrittanyview, CT 46389","2r16j4","21","fulfilled","8663 Kaitlyn Key\nBrittanyview, CT 46389","duk5e3nae","False","card","JCB 16 digit","Rose Bancshares","xggmoajo","2r16j4","duk5e3nae","21","False"
"","","","","","","fs5qr2","16","fulfilled","8663 Kaitlyn Key\nBrittanyview, CT 46389","iq66wkmk1","False","paypal","Voyager","Grand Credit Corporation","54mziv51","fs5qr2","duk5e3nae","16","False"
"","","","","","","7p1kg7","39","fulfilled","09079 Bond Land Apt. 431\nDominguezville, DE 27285-7158","","","","","","v2io6j5q","7p1kg7","iq66wkmk1","39","False"
"","","","","","","zrklm8","22","fulfilled","8663 Kaitlyn Key\nBrittanyview, CT 46389","","","","","","14s99io7","zrklm8","iq66wkmk1","22","True"
"","","","","","","","","","","","","","","","l022kzwv","zrklm8","duk5e3nae","22","False"
"False","phillip89@gmail.com","649-150-0665","jyk9fawabmu0yi4ee69q","2.47.31.110","2672 Jeffrey Cove\nMichaelport, ND 40991-4174","m1ivme","16","pending","2672 Jeffrey Cove\nMichaelport, ND 40991-4174","0hxz5kbtr","False","card","JCB 15 digit","Fountain Financial Inc.","hpcl1rqn","m1ivme","0hxz5kbtr","16","False"
"","","","","","","lbg7xt","45","fulfilled","2672 Jeffrey Cove\nMichaelport, ND 40991-4174","","","","","","i5cw09zr","lbg7xt","0hxz5kbtr","45","False"
"","","","","","","6fzokb","13","fulfilled","2672 Jeffrey Cove\nMichaelport, ND 40991-4174","","","","","","5gbtznk4","6fzokb","0hxz5kbtr","13","False"
"True","ugood@mosley.info","869-856-7969","qdrwvtooysq6q0i0asm7","7847:656d:453b:4e2d:8493:82f8:cff:502e","88979 Jennifer Field Suite 069\nRobertchester, CT 26498-8802","eqaoio","74","fulfilled","88979 Jennifer Field Suite 069\nRobertchester, CT 26498-8802","4iz67htjj","False","apple pay","JCB 16 digit","Fountain Financial Inc.","gpeuthlg","eqaoio","3zzg1etrq","74","False"
"","","","","","","ye3d01","67","fulfilled","43050 Arnold Springs Suite 126\nNorth Douglas, SC 45870-2888","3zzg1etrq","False","card","VISA 13 digit","His Majesty Bank Corp.","6qeucn7v","ye3d01","jcbfj9zj6","67","False"
"","","","","","","","","","","jcbfj9zj6","False","card","Diners Club / Carte Blanche","Bulwark Trust Corp.","","","","",""
"","","","","","","","","","","3fvnm2ghs","False","paypal","JCB 16 digit","Vertex Bancorp","","","","",""
"False","zgraham@yahoo.com","1-469-696-6266","t2ztblzdu5hhzuo5fl6g","114.134.196.43","4608 Travis Spring\nSarahtown, KS 65613","4pg8fk","42","fulfilled","4608 Travis Spring\nSarahtown, KS 65613","l4w49qskr","False","apple pay","Voyager","Vertex Bancorp","tyhoucmk","4pg8fk","l4w49qskr","42","False"
"","","","","","","0linjx","43","fulfilled","4608 Travis Spring\nSarahtown, KS 65613","4lbflweug","False","card","Discover","Grand Credit Corporation","82m0gkqr","0linjx","4lbflweug","43","True"
"","","","","","","9khtcz","12","fulfilled","4608 Travis Spring\nSarahtown, KS 65613","ougmgyvof","False","card","Maestro","His Majesty Bank Corp.","cosa5rtj","9khtcz","ougmgyvof","12","False"
"","","","","","","3g1bbj","11","fulfilled","4608 Travis Spring\nSarahtown, KS 65613","","","","","","93wgj32w","3g1bbj","ougmgyvof","11","True"
"","","","","","","","","","","","","","","","trxn5ehm","3g1bbj","4lbflweug","11","False"
"False","pchavez@randolph.com","(569)110-7736","ol87wpzs0jpsw13jlyko","acba:ba43:ae87:641c:3009:8355:c6ff:15b9","3604 Lyons Prairie\nAllenbury, WI 26089-9330","iwzplu","39","fulfilled","3604 Lyons Prairie\nAllenbury, WI 26089-9330","3fsaflfv5","False","paypal","Maestro","Fountain Financial Inc.","idhsbo74","iwzplu","3fsaflfv5","39","False"
"True","marywalker@gmail.com","828-124-3490","kah1gtidszvnkih1lvtd","11.165.157.167","4025 Rivera Mill\nWest Justin, UT 11158","9wfg0y","14","fulfilled","708 Hernandez Ports\nWilsonside, AZ 10494-5552","c2j5dx1no","False","bitcoin","American Express","c","9fxpqd1e","9wfg0y","dakq3e620","14","True"
"","","","","","","f2u6qh","35","failed","84862 Houston Ridge\nDonnaview, MI 44879-5690","dakq3e620","False","card","JCB 16 digit","r","59di64ja","9wfg0y","6p0e0gdmy","14","False"
"","","","","","","hw28hx","19","fulfilled","6026 Donald Mission Apt. 379\nMejiaville, MA 13711","6p0e0gdmy","False","card","VISA 16 digit","n","mpqpuama","f2u6qh","dakq3e620","35","False"
"","","","","","","","","","","","","","","","v19i5ylc","hw28hx","dakq3e620","19","False"
"False","shawseth@stout-novak.com","00065094171","svq3bmo24fmvgqjpzb7i","d606:a3a7:a070:6a0:3aa1:c662:1492:ae8c","3257 Mercado Underpass Suite 577\nSouth Jordanville, MN 63747-7262","","","","","9p66x7a0m","False","card","VISA 16 digit","Grand Credit Corporation","","","","",""
"False","smithtonya@huffman.org","1-753-714-9977x4456","fd5khwqxgptuyvtl59mp","7243:82ce:52ca:f27b:f116:30c0:f704:59f3","401 Linda Circles Apt. 670\nRaymondton, OH 67056-3087","52gvak","32","fulfilled","401 Linda Circles Apt. 670\nRaymondton, OH 67056-3087","1vwiez8vl","False","card","JCB 16 digit","Grand Credit Corporation","mmxvwcnc","52gvak","1vwiez8vl","32","False"
"","","","","","","e7i8oe","35","fulfilled","401 Linda Circles Apt. 670\nRaymondton, OH 67056-3087","","","","","","wmqq0rhj","e7i8oe","1vwiez8vl","35","False"
"","","","","","","dcu7qm","14","fulfilled","401 Linda Circles Apt. 670\nRaymondton, OH 67056-3087","","","","","","qmywqxmq","dcu7qm","1vwiez8vl","14","False"
"False","hamiltonchristopher@yahoo.com","(600)151-8836x7328","c9qyfs1gmssc5ia83wi0","117.6.168.209","32609 Mark Vista Apt. 688\nHuynhstad, MN 06562","xbxaz7","39","fulfilled","08338 Sandoval Locks Apt. 225\nNew Valerie, MS 80161-3440","2syymyhn2","False","card","VISA 16 digit","Solace Banks","gnhirhoy","xbxaz7","vwvzodhr2","39","True"
"","","","","","","","","","","2051pwfti","False","card","Diners Club / Carte Blanche","Fountain Financial Inc.","s4fv6dqi","xbxaz7","2syymyhn2","39","False"
"","","","","","","","","","","vwvzodhr2","False","card","JCB 15 digit","His Majesty Bank Corp.","","","","",""
"True","amywright@wallace-johnson.com","629.489.3980","n29he2b6a841zcbiw2i9","254.155.117.48","403 Anna Center Apt. 947\nMeganhaven, GA 46627","a98xev","74","failed","403 Anna Center Apt. 947\nMeganhaven, GA 46627","88huac0bv","True","bitcoin","VISA 16 digit","Fountain Financial Inc.","sbuj220x","a98xev","88huac0bv","74","False"
"","","","","","","skhh6n","46","failed","2174 Williams Plain Apt. 896\nAllenfort, TX 46578","","","","","","lwfud9ou","skhh6n","88huac0bv","46","False"
"","","","","","","6hb7do","71","fulfilled","403 Anna Center Apt. 947\nMeganhaven, GA 46627","","","","","","ewy4l0pq","6hb7do","88huac0bv","71","True"
"","","","","","","hd6eyt","45","failed","6685 Allison Green Apt. 338\nPort Kerri, PA 38837","","","","","","bukm9xs4","hd6eyt","88huac0bv","45","False"
"","","","","","","y942bm","32","fulfilled","403 Anna Center Apt. 947\nMeganhaven, GA 46627","","","","","","aus7niea","y942bm","88huac0bv","32","False"
"","","","","","","t8lnr5","44","fulfilled","Unit 3671 Box 6985\nDPO AE 67892","","","","","","1vw81h7t","t8lnr5","88huac0bv","44","False"
"True","iray@rogers.com","738-700-9649x102","qkkvc35qa3mx8g1t1jr2","4338:887b:3e9b:f16d:7257:2a21:6559:e9a4","Unit 4843 Box 7401\nDPO AP 92304-9120","1pxm7n","61","fulfilled","Unit 4843 Box 7401\nDPO AP 92304-9120","jwnmuewma","False","card","VISA 16 digit","His Majesty Bank Corp.","amyaqwxv","1pxm7n","jwnmuewma","61","False"
"","","","","","","fdv49s","40","fulfilled","Unit 4843 Box 7401\nDPO AP 92304-9120","736fivko4","False","card","Voyager","Solace Banks","6wmrhsvw","fdv49s","736fivko4","40","False"
"","","","","","","hyopfu","49","fulfilled","227 Christopher Station\nGarretttown, ME 97325","d82ftnijx","False","card","JCB 16 digit","Rose Bancshares","76kkztvq","hyopfu","jwnmuewma","49","False"
"","","","","","","g9g7pj","46","failed","84301 Jennifer Place\nTerranceside, AL 98149-0458","j0eyk4wni","False","card","Diners Club / Carte Blanche","Solace Banks","me89f00o","g9g7pj","j0eyk4wni","46","False"
"","","","","","","r0ufv3","31","fulfilled","Unit 4843 Box 7401\nDPO AP 92304-9120","n91uh82vv","False","bitcoin","Discover","Bulwark Trust Corp.","tzys1r4y","r0ufv3","j0eyk4wni","31","False"
"True","ctaylor@yahoo.com","1-020-923-6697x8718","uu141ykhyig0cj3s98jr","dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b","87096 Warren Turnpike\nHowellview, WA 74727-2420","i1lv0z","66","fulfilled","87096 Warren Turnpike\nHowellview, WA 74727-2420","xp5bh6v2n","False","card","Maestro","Citizens First Banks","us3sl1w5","i1lv0z","cf3mkd213","66","False"
"","","","","","","94aoa8","70","fulfilled","87096 Warren Turnpike\nHowellview, WA 74727-2420","jjfiirq8l","False","card","JCB 16 digit","Fountain Financial Inc.","fmt8i50f","94aoa8","jjfiirq8l","70","False"
"","","","","","","lrdgn8","32","fulfilled","87096 Warren Turnpike\nHowellview, WA 74727-2420","rqtzq4iov","False","card","VISA 16 digit","Citizens First Banks","sw8vizzn","lrdgn8","xp5bh6v2n","32","True"
"","","","","","","e0amku","50","fulfilled","87096 Warren Turnpike\nHowellview, WA 74727-2420","ow5q7kjk6","False","card","JCB 16 digit","Her Majesty Trust","3asqnj9h","lrdgn8","rqtzq4iov","32","False"
"","","","","","","z3tdfo","38","fulfilled","87096 Warren Turnpike\nHowellview, WA 74727-2420","q96qd8pcw","False","card","American Express","Bastion Banks","tnzw0wf9","e0amku","jjfiirq8l","50","False"
"","","","","","","qyqvn4","72","fulfilled","87096 Warren Turnpike\nHowellview, WA 74727-2420","cf3mkd213","False","card","JCB 16 digit","Her Majesty Trust","464cuad3","z3tdfo","jjfiirq8l","38","True"
"","","","","","","","","","","","","","","","22wpoikc","z3tdfo","rqtzq4iov","38","False"
"","","","","","","","","","","","","","","","iwr5gm7i","qyqvn4","q96qd8pcw","72","False"
"False","kellyfrank@atkinson.com","385.658.6769x97942","7oxxcwtvj7ypxqjgot80","77a1:d842:acfc:5d50:a803:70c1:4f8b:7cfc","05919 Lopez Hollow\nNoblestad, IN 29012","","","","","pkibf1ljc","False","card","Voyager","His Majesty Bank Corp.","","","","",""
"False","gomezjohn@yahoo.com","1-333-131-2746x6449","21rpvi89b6uon3c3x8gc","a8da:1d73:a062:6289:e6a6:7bcc:51b2:6dcb","PSC 1043, Box 1089\nAPO AA 29395-9131","lwn8yr","43","pending","31997 Brooks Dam Apt. 491\nJensenfort, RI 68413","n1ehjoa66","False","card","JCB 15 digit","Rose Bancshares","7w0n4z25","lwn8yr","n1ehjoa66","43","False"
"","","","","","","q9mxer","16","failed","PSC 1043, Box 1089\nAPO AA 29395-9131","","","","","","0h8u9mpm","q9mxer","n1ehjoa66","16","False"
"False","mullenstephanie@yahoo.com","(616)674-0266x776","056bfyj4m7svmdeex8z1","50.190.231.22","3483 Frank Estate Apt. 466\nThomasburgh, MP 54561-8178","480xpp","12","fulfilled","5650 Thomas Tunnel\nAnthonyberg, KY 17169-8020","rz8r1tr8s","False","paypal","Mastercard","Solace Banks","lxpd7329","480xpp","rz8r1tr8s","12","False"
"","","","","","","w6jjuq","28","fulfilled","3483 Frank Estate Apt. 466\nThomasburgh, MP 54561-8178","8ohzdp1ql","False","bitcoin","Diners Club / Carte Blanche","Her Majesty Trust","1zhxo5b4","w6jjuq","8ohzdp1ql","28","False"
"","","","","","","5mwl8n","17","fulfilled","3483 Frank Estate Apt. 466\nThomasburgh, MP 54561-8178","","","","","","6wvb00ik","5mwl8n","8ohzdp1ql","17","False"
"False","wbeltran@ramirez-shaffer.com","1-627-545-5097x7356","z0uxvp8sio7nyv7op58j","1b75:d451:c48a:12:cfc7:bc1e:d748:ee62","4873 Perez Groves\nWest Gregoryburgh, NH 45193-3053","","","","","","","","","","","","","",""
"True","koneal@henderson.biz","059.431.5467x7848","gcfo5uheb9mugbstbjez","85.188.105.126","056 Megan Trail Suite 355\nWest Zachary, GU 51278-2318","p6xjf3","23","fulfilled","056 Megan Trail Suite 355\nWest Zachary, GU 51278-2318","h6cv0t3ga","False","bitcoin","VISA 16 digit","B","s7kvbnb1","p6xjf3","h6cv0t3ga","23","False"
"","","","","","","20hwn4","11","fulfilled","056 Megan Trail Suite 355\nWest Zachary, GU 51278-2318","","","","","","htkv5ymx","20hwn4","h6cv0t3ga","11","False"
"","","","","","","v8qxee","38","fulfilled","056 Megan Trail Suite 355\nWest Zachary, GU 51278-2318","","","","","","7qdnutij","v8qxee","h6cv0t3ga","38","False"
"","","","","","","ygu87g","26","fulfilled","056 Megan Trail Suite 355\nWest Zachary, GU 51278-2318","","","","","","u2eijqhe","ygu87g","h6cv0t3ga","26","False"
"False","xramos@hardy.net","658-087-1973x688","4kl0sso2vjavht738gbq","472b:1d87:5a09:953a:8ced:a2bf:e862:b927","522 Christensen Mall Apt. 479\nMitchellville, NJ 37446-7414","","","","","pnk11fbzj","False","paypal","Mastercard","Her Majesty Trust","","","","",""
"False","brianthomas@yahoo.com","04061905118","1djsf7mffce2xhvsf139","219.222.4.152","9205 Jeremiah Field Suite 815\nEast Christopher, IA 93399","81wxhb","46","fulfilled","2151 Gabriella Hills\nSouth Brianafurt, LA 44893","9i0e5d5ex","False","card","JCB 16 digit","Bulwark Trust Corp.","srhoioko","81wxhb","9i0e5d5ex","46","False"
"","","","","","","3e8psz","24","fulfilled","152 David Viaduct Suite 697\nNew Henrymouth, KS 79046","","","","","","sdx47g08","3e8psz","9i0e5d5ex","24","False"
"","","","","","","3vp1ao","39","pending","66698 Hayes Mission\nEast Amymouth, PA 32821-7102","","","","","","7d74oyac","3vp1ao","9i0e5d5ex","39","True"
"","","","","","","wyeexx","49","fulfilled","9205 Jeremiah Field Suite 815\nEast Christopher, IA 93399","","","","","","7kx1329q","3vp1ao","9i0e5d5ex","39","True"
"","","","","","","","","","","","","","","","we3p9buz","3vp1ao","9i0e5d5ex","39","False"
"","","","","","","","","","","","","","","","k8k2d6kb","wyeexx","9i0e5d5ex","49","False"
"True","oaguirre@hotmail.com","1-856-006-5150","cvtpgtclxkvcwvr16cyd","ae37:8e14:bfc1:43c4:7dde:7b9e:ca7f:4721","719 Jeremy Flat Apt. 914\nAlexanderport, IA 97423-7424","9lj87e","47","fulfilled","719 Jeremy Flat Apt. 914\nAlexanderport, IA 97423-7424","guxa00nn4","False","card","Discover","Rose Bancshares","5s2j37z0","9lj87e","0d9jd80l2","47","False"
"","","","","","","","","","","0d9jd80l2","False","apple pay","Voyager","Fountain Financial Inc.","","","","",""
"","","","","","","","","","","4oob2471q","False","card","VISA 16 digit","Solace Banks","","","","",""
"","","","","","","","","","","xdrgdd29b","False","apple pay","Voyager","His Majesty Bank Corp.","","","","",""
"False","joshua00@hotmail.com","+96(0)1872091077","y04p9bz3r8dmmcpqxgzm","a06a:af58:8d50:fe02:b3b5:a1d2:9251:9dec","44361 Amy Curve\nSouth Erictown, MN 32004","yimubh","11","fulfilled","44361 Amy Curve\nSouth Erictown, MN 32004","29bqx7jkh","False","paypal","JCB 16 digit","Her Majesty Trust","7dmekh44","yimubh","29bqx7jkh","11","False"
"","","","","","","jjuevb","47","failed","44361 Amy Curve\nSouth Erictown, MN 32004","j78wd3dah","True","paypal","Voyager","Vertex Bancorp","ys8gd1yz","jjuevb","29bqx7jkh","47","True"
"","","","","","","moxei5","24","fulfilled","44361 Amy Curve\nSouth Erictown, MN 32004","","","","","","rh1bddbi","jjuevb","29bqx7jkh","47","False"
"","","","","","","pupkd9","48","fulfilled","44361 Amy Curve\nSouth Erictown, MN 32004","","","","","","6x8h7znc","moxei5","29bqx7jkh","24","False"
"","","","","","","","","","","","","","","","miiyptdl","pupkd9","29bqx7jkh","48","False"
"False","veronica42@stokes.com","111.180.1112x63480","s9jcp2b4ojffrdp99g95","f6b0:e228:1624:ac40:2b2e:e2d2:ff04:90ac","51448 Robert Flat Suite 980\nWilliamsmouth, FL 67487-5651","5m0otl","33","fulfilled","51448 Robert Flat Suite 980\nWilliamsmouth, FL 67487-5651","bdsvwrzwf","False","card","Mastercard","Solace Banks","6dwhx2bc","5m0otl","bdsvwrzwf","33","False"
"False","cindydeleon@yahoo.com","01524024300","jy8lgca2hto8r58zw5oo","2ebe:381c:151a:9df5:65f5:808f:103d:d128","USNS Ramos\nFPO AE 16248","fng05a","14","fulfilled","7193 Smith Run\nWest Linda, DE 73274-8775","i06wwil9n","False","card","Diners Club / Carte Blanche","Citizens First Banks","exdzrfbl","fng05a","i06wwil9n","14","True"
"","","","","","","","","","","vaf2bri7z","False","card","JCB 15 digit","Bulwark Trust Corp.","n78bpcgi","fng05a","vaf2bri7z","14","True"
"","","","","","","","","","","","","","","","5ndeff4q","fng05a","vaf2bri7z","14","True"
"","","","","","","","","","","","","","","","efvuhjx7","fng05a","vaf2bri7z","14","False"
"True","johnlowery@gmail.com","1-143-059-1833","tyijaify2hqadwslejyr","e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788","518 Wood Mews Apt. 970\nDillonstad, NE 43317-3945","","","","","","","","","","","","","",""
"False","kyle64@stephens-ortiz.com","587.550.8830x64152","tvq298xvzj7zla68uz5h","196.30.166.8","42423 Marco Summit\nNew Mark, FM 17715","r8icbb","50","fulfilled","42423 Marco Summit\nNew Mark, FM 17715","kus94zksp","True","card","JCB 16 digit","Fountain Financial Inc.","bb7h3ho1","r8icbb","kus94zksp","50","False"
